scenario_variation,model,row_wise,observations_attempted,correct,percent_error,run_time,input_tokens_used,output_tokens_used,cost,source_file
"K+U-10.1 M, 5.6 M, Unbound",gpt-4o-2024-11-20,True,11,False,0.7629142679453579,26.82,8677,942,0.031112500000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-10.1 M, 5.6 M, Unbound",gpt-4o-2024-11-20,True,6,False,6.952358642058117,33.76,16250,1310,0.053725,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,11,False,5.614481184217818,23.44,11254,1532,0.04345500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,11,False,313.8196587855924,30.04,21894,1504,0.069775,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,95.10908165317758,24.25,21158,1297,0.065865,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,False,1.0027688027608215,36.41,17064,1983,0.062490000000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,10,True,0.19972383014146963,23.48,13020,1176,0.04431,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,False,1.0063731861846188,26.54,14909,1386,0.0511325,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,11,False,1.2950386876022655,26.68,10781,1217,0.039122500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,11,False,1.0,24.39,11803,1236,0.0418675,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,15,False,1.0538866712457313,59.36,42481,3514,0.1413425,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,0.6000329631600934,9.51,6768,511,0.02203,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,0.6000329631600934,8.26,7020,426,0.021810000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,6,False,0.6000329631600934,7.74,9678,279,0.026985000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,True,0.0002650239353917307,10.05,6630,427,0.020845000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,21,True,0.0002650239353917307,18.62,11257,571,0.0338525,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,4,True,0.0002650239353917307,7.44,10301,246,0.0282125,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,False,0.800032962933761,15.96,6716,465,0.021440000000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,4,True,0.0002749083767948066,12.98,8356,401,0.024900000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,True,0.0002749083767948066,9.16,9817,321,0.027752500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,True,0.017323130121419814,8.2,5112,335,0.016130000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,13,True,0.007734133505742689,30.6,18342,1209,0.05794500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,True,0.0077831847693062796,8.74,9238,273,0.025825,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,11,True,0.0001649484216234694,15.31,6616,441,0.020950000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,50,True,0.0001649484216234694,25.3,18133,1008,0.0554125,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,9,True,4.497638603909158e-05,10.72,7679,402,0.023217500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_apo-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.920492319766482,22.08,7856,935,0.028990000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_apo-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,3,False,0.9207990277492302,17.43,9109,724,0.0300125,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_apo-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,1,False,0.9207990277492302,13.58,5725,709,0.0214025,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_apo-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,55,False,0.6366805019151864,52.5,41896,2395,0.12869000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_apo-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,15,True,0.0071012008296094985,30.17,17302,1584,0.059095,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_apo-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,15,True,0.0017608071569475484,17.6,13897,1188,0.046622500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_apo-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.9172168606872874,27.72,12639,1310,0.0446975,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_apo-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.9172168606872874,18.25,6140,1018,0.025530000000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_apo-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,12,True,0.0002604036655099406,50.25,50427,2027,0.1463375,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_peri-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,8,False,0.9801204777812016,20.02,6389,971,0.025682500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_peri-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,19,False,0.9602408881431913,56.72,55482,2742,0.16612500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_peri-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,0.8849977724777222,19.96,11824,964,0.039200000000000006,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_peri-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,8,True,1.660908824870201e-05,45.77,28280,2138,0.09208,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_peri-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,16,True,0.001694071950400963,31.64,23840,2032,0.07992,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_peri-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,15,False,1.0,26.48,19593,1538,0.0643625,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_peri-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,10,False,0.3102732896597835,33.11,15147,1573,0.053597500000000006,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_peri-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,8,False,0.9156536052629287,24.81,13931,1156,0.046387500000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"area_swept_over_time_peri-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,10,False,0.4690242895324846,45.31,31472,2205,0.10073,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,17,False,2.639592193630369,18.47,14506,894,0.04520500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,2.728997627372379,24.97,11915,898,0.0387675,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,2.728997627372379,10.97,7009,529,0.0228125,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,17,False,0.9490964591395111,15.59,12657,661,0.0382525,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,0.7038414123926926,22.85,13415,963,0.043167500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,16,False,0.987437499995095,46.4,39931,1626,0.11608750000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,10,False,0.38824659759937385,10.58,3917,459,0.014382500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,35,False,0.3702049036935369,43.43,51899,2358,0.1533275,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,41,False,0.3702049036935369,35.57,36959,2083,0.11322750000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,23,False,0.370604268380107,30.45,28876,1474,0.08693000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,27,False,0.30532147233440055,29.74,30084,1550,0.09071000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,9,False,0.341230433902236,16.87,20145,677,0.0571325,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,73,False,0.43063735245632323,43.16,152777,1720,0.3991425,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,8,False,0.44048871064660094,30.37,22139,1670,0.07204750000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,8,False,0.5025062421221896,18.64,14050,1191,0.04703500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,13,False,1.0837213681157014,18.32,16012,854,0.04857,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,25,False,1.7767359522229995,29.67,29609,1847,0.0924925,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"avg_distance_COM_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,21,False,1.1731906154225402,16.82,12248,937,0.039990000000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.10889487399916681,10.0,5694,509,0.019325000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.16129058735357082,8.25,4172,454,0.01497,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,11,False,0.494678859484115,13.23,14135,728,0.0426175,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,6,False,0.4427556776170593,25.9,15740,1346,0.05281,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,6,False,0.9957808466220925,23.61,14045,1170,0.04681250000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,0.6665940457720769,19.91,20431,1006,0.061137500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,5,False,0.1097256432538309,22.39,8032,930,0.029380000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,5,False,0.10873958720475375,8.6,5439,383,0.017427500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,5,False,0.444462749671948,24.08,15894,792,0.047655,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,0.4433280945793493,26.38,10711,997,0.0367475,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,True,0.000858968316987914,31.77,12743,1000,0.041857500000000006,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,True,0.000858968316987914,19.39,5818,644,0.020985,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-3.1 M, 0.18 M Elliptical",gpt-4o-2024-11-20,True,10,True,0.011997710398247464,31.61,13344,1503,0.04839,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-3.1 M, 0.18 M Elliptical",gpt-4o-2024-11-20,True,10,False,0.5331880071300157,13.82,6579,613,0.0225775,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-3.1 M, 0.18 M Elliptical",gpt-4o-2024-11-20,True,11,False,0.3312048417310925,25.61,19067,1349,0.061157500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,15,False,1.0,48.16,24524,1688,0.07819000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,10,False,0.622059949592514,29.45,8848,1087,0.032990000000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"eccentricity-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,True,0.009794516705861412,14.64,12955,942,0.0418075,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,16,True,,16.53,11999,654,0.0365375,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,1,False,,14.87,6118,840,0.023695,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,4,False,,13.55,9008,777,0.030290000000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,8,True,,21.38,9025,1133,0.033892500000000006,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,8,True,,16.57,11497,822,0.0369625,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,8,True,,16.16,13111,906,0.0418375,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,True,,26.78,14699,1785,0.05459750000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,6,True,,14.24,10743,781,0.034667500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,11,True,,7.07,8280,408,0.024780000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,11,True,,22.81,13609,1321,0.047232500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,5,True,,13.47,8531,739,0.028717500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,True,5,False,,10.86,8919,709,0.029387500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,11,True,,12.93,9559,738,0.0312775,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,10,False,,11.23,5076,513,0.017820000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,True,4,True,,11.29,7444,657,0.02518,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-10.1 M, 5.6 M, Unbound",gpt-4o-2024-11-20,True,10,True,,10.27,3907,485,0.0146175,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-10.1 M, 5.6 M, Unbound",gpt-4o-2024-11-20,True,7,True,,15.58,12042,916,0.03926500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-10.1 M, 5.6 M, Unbound",gpt-4o-2024-11-20,True,10,True,,6.97,4156,335,0.013740000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,10,False,,12.54,8409,737,0.028392500000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,7,False,,11.53,11680,623,0.03543,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,True,10,True,,23.5,41895,1252,0.11725750000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,10,False,,33.67,21676,2245,0.07664,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,10,False,,20.52,10054,1553,0.04066500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"is_bound-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,True,15,True,,16.84,14161,851,0.04391250000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,True,,26.17,12258,1277,0.043415,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,,19.46,15139,1208,0.04992750000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,True,,14.13,8196,763,0.028120000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 1.97",gpt-4o-2024-11-20,True,20,True,,24.58,16094,1286,0.053095,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 1.97",gpt-4o-2024-11-20,True,19,True,,22.65,14207,1162,0.0471375,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 1.97",gpt-4o-2024-11-20,True,10,True,,14.22,9257,968,0.032822500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,21,False,,25.91,18090,1385,0.059075,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,17,True,,34.19,32488,1508,0.0963,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,9,False,,12.77,16383,812,0.0490775,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,19,True,,56.18,35458,2435,0.11299500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,2,True,,11.91,5754,747,0.021855000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"kepler_3rd_law-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,2,False,,16.75,10104,1162,0.03688,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
